#npc2はガンホー社で管理をしています。ＨＬ側で勝手に触らないように注意！！！,,,,,,,,,,,,,,,,
#海外系のNPCに関しては、HL側で空いている位置に追加して欲しい、との話があったので、専用のID系列を設けました。（081126）,,,,,,,,,,,,,,,,
#, 韓国用,…18010000系列,,,,,,,,,,,,,,
#, タイ用,…18020000系列,,,,,,,,,,,,,,
#, 香港＆台湾用,…18030000系列,,,,,,,,,,,,,,
#, インドネシア用,…18040000系列,,,,,,,,,,,,,,
#, シンガポール用,…18050000系列,,,,,,,,,,,,,,
#, 中国用,…18060000系列,,,,,,,,,,,,,,
#以下、国が増えるごとに+10000して行ってください。,,,,,,,,,,,,,,,,
#（※ 081126以前に追加したNPCに関しては、上記のルールに従っていません。）,,,,,,,,,,,,,,,,
#ただし、海外系を追加した場合、データを送る際にNPCのIDも併せて伝えてください。,,,,,,,,,,,,,,,,
#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
#10000000,,0,,,,,,,,,,,,,,
#18001436,悩めるアンディ,10071000,83,129,0,1,18001436,0,18001136,111,0,2,0,5.00E+93,1,
#18001437,悩めるミリアム,10071000,37,195,4,1,18001437,0,18001185,111,0,2,0,5.00E+93,1,
#18001438,悩めるルー,10071000,60,56,4,1,18001438,0,18001218,111,0,2,0,5.00E+93,1,
#18001439,悩めるリオン,10071000,26,36,5,1,18001439,0,18001282,111,0,2,0,5.00E+93,1,
#18001440,,10071000,238,84,2,1,18001440,0,16580002,111,127,2,0,5.00E+93,1,
18001441,,50216000,15,15,0,1,18001441,1,18000950,622,0,2,0,5.00E+46,1,
#ワールド対抗戦,,,,,,,,,,,,,,,,
#18001442,えん,10071000,244,70,5,0.9,18001442,0,18001442,111,0,1,0,0,0,
#18001443,しゅう,10071000,245,71,5,1,18001443,0,18001443,111,0,1,0,0,0,
#2014年季節イベント：空とぶ工房と不思議な武器_アルティの工房配置NPC1(2は18001517～),,,,,,,,,,,,,,,,
18001444,　,50219000,12,12,0,1,18000571,1,41150400,111,0,2,0,4.00E+46,0,#キャンパス
18001445,アルティ,50219000,10,21,7,1,18001445,0,18001447,111,0,1,0,0,1,#毎月衣装が更新される
#18001446,アルティ2月のPICTID用に確保,-,-,-,-,-,18001446,0,18001446,111,0,1,0,0,0,
#18001447,アルティ3月のPICTID用に確保,-,-,-,-,-,18001447,0,18001447,111,0,1,0,0,0,
#18001448,アルティ4月のPICTID用に確保,-,-,-,-,-,18001448,0,18001448,111,0,1,0,0,0,
#18001449,アルティ5月のPICTID用に確保,-,-,-,-,-,18001449,0,18001449,111,0,1,0,0,0,
#18001450,アルティ6月のPICTID用に確保,-,-,-,-,-,18001450,0,18001450,111,0,1,0,0,0,
#18001451,アルティ7月のPICTID用に確保,-,-,-,-,-,18001451,0,18001451,111,0,1,0,0,0,
#18001452,アルティ8月のPICTID用に確保,-,-,-,-,-,18001452,0,18001452,111,0,1,0,0,0,
#18001453,アルティ9月のPICTID用に確保,-,-,-,-,-,18001453,0,18001453,111,0,1,0,0,0,
#18001454,アルティ10月のPICTID用に確保,-,-,-,-,-,18001454,0,18001454,111,0,1,0,0,0,
#18001455,アルティ11月のPICTID用に確保,-,-,-,-,-,18001455,0,18001455,111,0,1,0,0,0,
#18001456,アルティ12月のPICTID用に確保,-,-,-,-,-,18001456,0,18001456,111,0,1,0,0,0,
18001457,　,50219000,15,15,3,1,18001457,0,17260000,111,0,2,0,4.00E+87,1,#１月御魂表示用
18001458,　,50219000,16,15,3,1,18001458,0,17240000,111,0,2,0,4.00E+87,1,#ぷちアルカード表示用
18001459,　,50219000,9,15,5,1,18001459,0,17290000,111,0,2,0,4.00E+88,1,#２月御魂表示用
18001460,　,50219000,8,15,5,1,18001460,0,17310000,111,0,2,0,4.00E+88,1,#ぷち清姫表示用
18001461,　,50219000,16,13,2,1,18001461,0,17330000,111,0,2,0,4.00E+89,1,#３月御魂表示用
18001462,　,50219000,17,14,2,1,18001462,0,17350000,111,0,2,0,4.00E+89,1,#ぷちル フェイ表示用
18001463,　,50219000,8,13,6,1,18001463,0,18000359,111,0,2,0,4.00E+90,1,#４月御魂表示用
18001464,　,50219000,7,14,6,1,18001464,0,18000359,111,0,2,0,4.00E+90,1,#ぷちバステト表示用
18001465,　,50219000,16,11,2,1,18001465,0,18000359,111,0,2,0,4.00E+91,1,#５月御魂表示用
18001466,　,50219000,17,12,2,1,18001466,0,18000359,111,0,2,0,4.00E+91,1,#ぷちキャプテンキッド表示用
18001467,　,50219000,8,12,6,1,18001467,0,18000359,111,0,2,0,4.00E+92,1,#６月御魂表示用
18001468,　,50219000,7,12,6,1,18001468,0,18000359,111,0,2,0,4.00E+92,1,#ぷち玉藻表示用
18001469,　,50219000,15,9,1,1,18001469,0,18000359,111,0,2,0,4.00E+93,1,#７月御魂表示用
18001470,　,50219000,16,9,1,1,18001470,0,18000359,111,0,2,0,4.00E+93,1,#ぷちローレライ表示用
18001471,　,50219000,9,9,7,1,18001471,0,18000359,111,0,2,0,4.00E+94,1,#８月御魂表示用
18001472,　,50219000,8,9,7,1,18001472,0,18000359,111,0,2,0,4.00E+94,1,#ぷちパラケルスス表示用
18001473,　,50219000,13,8,0,1,18001473,0,18000359,111,0,2,0,4.00E+95,1,#９月御魂表示用
18001474,　,50219000,12,7,0,1,18001474,0,18000359,111,0,2,0,4.00E+95,1,#ぷちワーウルフ表示用
18001475,　,50219000,11,8,0,1,18001475,0,18000359,111,0,2,0,4.00E+96,1,#１０月御魂表示用
18001476,　,50219000,10,7,0,1,18001476,0,18000359,111,0,2,0,4.00E+96,1,#ぷちメフィストフェレス表示用
18001477,　,50219000,11,16,4,1,18001477,0,18000359,111,0,2,0,4.00E+97,1,#１１月御魂表示用
18001478,　,50219000,10,17,4,1,18001478,0,18000359,111,0,2,0,4.00E+97,1,#ぷちルチフェロ表示用
18001479,　,50219000,13,16,4,1,18001479,0,18000359,111,0,2,0,4.00E+98,1,#１２月御魂表示用
18001480,　,50219000,14,17,4,1,18001480,0,18000359,111,0,2,0,4.00E+98,1,#ぷちステラ表示用
18001481,　,50219000,18,6,0,1,18001481,1,18000359,111,0,1,0,0,1,#演出用透明NPC：１
18001482,　,50219000,18,6,0,1,18001482,1,18000359,111,0,1,0,0,1,#演出用透明NPC：２
18001483,　,50219000,18,6,0,1,18001483,1,18000359,111,0,1,0,0,1,#演出用透明NPC：３
18001484,　,50219000,18,6,0,1,18001484,1,18000359,111,0,1,0,0,1,#演出用透明NPC：４
18001485,　,50219000,18,6,0,1,18001485,1,18000359,111,0,1,0,0,1,#演出用透明NPC：５
18001486,　,50219000,18,6,0,1,18001486,1,18000359,111,0,1,0,0,1,#演出用透明NPC：６
#18001487,ワープポータル用セル判定確保,50219000,245,71,5,1,18001487,0,18000359,111,0,1,0,0,0,
18001488,操舵輪,50219000,12,23,0,1,18000556,0,18000359,111,0,1,0,0,0,
18001489,　,50219000,18,6,1,1,18000557,1,40250100,111,0,1,0,0,0,#飾り：後日工房に入れ替わる。後日MASKFLAGを設定
#18001490,　,50219000,18,6,1,1,18000558,1,40003100,111,0,1,0,0,0,#飾り：PICTは仮あて。工房建設予定地に建てられる工房で、初期は発生せず。後で開放。後日MASKFLAGを設定
18001491,　,50219000,14,2,7,1,18000559,1,41101100,111,0,1,0,0,0,#飾り
18001492,　,50219000,17,9,1,1,18000560,1,41110302,111,0,1,0,0,0,#飾り
18001493,　,50219000,7,3,7,1,18000563,1,41101100,111,0,1,0,0,0,#飾り
18001494,　,50219000,12,2,0,1,18000564,1,41101800,111,0,1,0,0,0,#飾り
18001495,　,50219000,11,2,0,1,18000565,1,41101800,111,0,1,0,0,0,#飾り
18001496,　,50219000,10,2,0,1,18000566,1,41101800,111,0,1,0,0,0,#飾り
18001497,　,50219000,12,4,0,1,18000567,1,41101800,111,0,1,0,0,0,#飾り
18001498,　,50219000,11,4,0,1,18000568,1,41101800,111,0,1,0,0,0,#飾り
18001499,　,50219000,10,4,0,1,18000569,1,41101800,111,0,1,0,0,0,#飾り
18001500,　,50219000,20,10,1,1,18000570,1,41115300,111,0,1,0,0,0,#飾り
#2014年季節イベント：空とぶ工房と不思議な武器_トリガーＮＰＣ,,,,,,,,,,,,,,,,
#18001501,アルカード,10023000,109,130,7,1,18001501,0,17240000,111,0,2,0,4.00E+82,0,
#18001502,清姫,10023000,109,130,7,1,18001502,0,17310000,111,0,1,0,0,0,
#18001503,ル フェイ,10023000,109,130,7,1,18001503,0,17350000,111,0,1,0,0,0,
#18001504,バステト,10023000,109,130,7,1,18001504,0,18000359,111,0,1,0,0,0,
#18001505,キャプテンキッド,10023000,109,130,7,1,18001505,0,18000359,111,0,1,0,0,0,
#18001506,玉藻,10023000,109,130,7,1,18001506,0,18000359,111,0,1,0,0,0,
#18001507,ローレライ,10023000,109,130,7,1,18001507,0,18000359,111,0,1,0,0,0,
#18001508,パラケルスス,10023000,109,130,7,1,18001508,0,18000359,111,0,1,0,0,0,
#18001509,ワーウルフ,10023000,109,130,7,1,18001509,0,18000359,111,0,1,0,0,0,
#18001510,メフィストフェレス,10023000,109,130,7,1,18001510,0,18000359,111,0,1,0,0,0,
#18001511,ルチフェロ,10023000,109,130,7,1,18001511,0,18000359,111,0,1,0,0,0,
#18001512,ステラ,10023000,109,130,7,1,18001512,0,18000359,111,0,1,0,0,0,
#2014年季節イベント：空とぶ工房と不思議な武器_1章NPC,,,,,,,,,,,,,,,,
#18001513,アルカード,10023000,76,140,5,1,18001513,0,17240000,111,0,2,0,4.00E+83,1,#工房
#18001514,1月のPICTID用に確保,-,-,-,-,-,18001514,1,18001514,111,0,1,0,0,0,#ミコトを奪いにきた二人組その１用PICT確保
#18001515,1月のPICTID用に確保,-,-,-,-,-,18001515,1,18001515,111,0,1,0,0,0,#ミコトを奪いにきた二人組その２用PICT確保
#18001516,アルカード,30121000,12,14,0,1,18001516,0,17240000,111,0,2,0,4.00E+84,1,
#2014年季節イベント：空とぶ工房と不思議な武器_アルティの工房配置NPC2,,,,,,,,,,,,,,,,
18001517,　,50219000,2,14,7,1,18001517,1,41119400,111,0,2,0,4.00E+11,0,#２話開始で非表示
18001518,　,50219000,4,16,6,1,18001518,1,41103901,111,0,2,0,4.00E+11,0,#２話開始で非表示
#2013年季節イベント：永久設置,,,,,,,,,,,,,,,,
18001519,受付嬢,10024000,53,134,6,1,18001519,0,18001401,111,0,1,0,0,0,#なんでもクエストカウンターへ飛ばすNPC
#2014年季節イベント：空とぶ工房と不思議な武器_アルティの工房配置NPC3,,,,,,,,,,,,,,,,
18001521,　,50219000,12,12,0,1,18000571,1,41150401,111,0,2,0,3.00E+00,1,#1月用キャンパス
18001522,　,50219000,12,12,0,1,18000571,1,41150402,111,0,2,0,3.00E+01,1,#2月用キャンパス
18001523,　,50219000,12,12,0,1,18000571,1,41150403,111,0,2,0,3.00E+02,1,#3月用キャンパス
18001524,　,50219000,12,12,0,1,18000571,1,41150404,111,0,2,0,3.00E+03,1,#4月用キャンパス
18001525,　,50219000,12,12,0,1,18000571,1,41150405,111,0,2,0,3.00E+04,1,#5月用キャンパス
18001526,　,50219000,12,12,0,1,18000571,1,41150406,111,0,2,0,3.00E+05,1,#6月用キャンパス
18001527,　,50219000,12,12,0,1,18000571,1,41150407,111,0,2,0,3.00E+06,1,#7月用キャンパス
18001528,　,50219000,12,12,0,1,18000571,1,41150408,111,0,2,0,3.00E+07,1,#8月用キャンパス
18001529,　,50219000,12,12,0,1,18000571,1,41150409,111,0,2,0,3.00E+08,1,#9月用キャンパス
18001530,　,50219000,12,12,0,1,18000571,1,41150410,111,0,2,0,3.00E+09,1,#10月用キャンパス
18001531,　,50219000,12,12,0,1,18000571,1,41150411,111,0,2,0,3.00E+10,1,#11月用キャンパス
18001532,　,50219000,12,12,0,1,18000571,1,41150412,111,0,2,0,3.00E+11,1,#12月用キャンパス
#2014年季節イベント：空とぶ工房と不思議な武器_2章NPC,,,,,,,,,,,,,,,,
#18001533,　,50219000,14,21,1,1,18001533,0,17310000,111,0,2,0,3.00E+12,1,#アルティの工房の清姫
#18001534,　,10057000,169,100,6,1,18001534,0,17310000,111,0,2,0,3.00E+13,1,#ファーイーストの清姫
#18001535,　,10057000,159,103,1,1,18001535,0,11000297,111,0,2,0,3.00E+13,1,#ファーイーストの役場のおじさん
#18001536,　,10057000,161,107,4,1,18001536,0,41112300,111,0,2,0,3.00E+14,1,#元気なミニ屋台
#18001537,　,10057000,165,107,4,1,18001537,0,41063700,111,0,2,0,3.00E+14,1,#遊園地の屋台（チュロス）
#18001538,　,10057000,156,107,4,1,18001538,0,41063702,111,0,2,0,3.00E+14,1,#遊園地の屋台（バルーン）
#18001539,　,10057000,155,98,0,1,18001539,0,16950000,111,0,2,0,3.00E+14,1,#メリーゴーランド
#18001540,　,10057000,157,105,1,0.9,18001540,1,18001218,111,0,2,0,3.00E+14,1,#ルー
#18001541,　,10057000,156,105,0,0.85,18001541,1,18001241,111,0,2,0,3.00E+14,1,#子供A
#18001542,　,10057000,155,105,7,0.87,18001542,1,18001242,111,0,2,0,3.00E+14,1,#子供B
#18001543,　,10057000,155,100,3,1,18001543,1,11000656,111,0,2,0,3.00E+14,1,#フシギ団団員
#18001544,　,10057000,153,98,5,1,18001544,1,11000657,111,0,2,0,3.00E+14,1,#フシギ団団員
#18001545,　,10057000,155,96,7,1,18001545,1,11000658,111,0,2,0,3.00E+14,1,#フシギ団団員
#18001546,　,10057000,157,98,1,1,18001546,1,11000659,111,0,2,0,3.00E+14,1,#フシギ団団員
#18001547,　,10057000,166,107,4,1,18001547,1,18001010,111,0,2,0,3.00E+14,1,#マリオン
#18001548,　,10057000,162,106,3,1,18001548,1,18000718,111,0,2,0,3.00E+14,1,#ウィリアム
#18001549,　,10057000,161,108,4,1,18001549,1,18000728,111,0,2,0,3.00E+14,1,#テス
#18001550,　,10057000,157,107,4,1,18001550,1,18000823,111,0,2,0,3.00E+14,1,#風船売りのお姉さん
#18001551,　,10057000,168,100,7,1,18001551,0,17290000,111,0,2,0,3.00E+14,1,#メイ
#18001552,2月のPICTID用に確保,-,-,-,-,-,18001552,1,18001552,111,0,1,0,0,0,#ザッハ用NPCID
#18001553,2月のPICTID用に確保,-,-,-,-,-,18001553,1,18001553,111,0,1,0,0,0,#トルテ用NPCID
#モーレツパイレーツコラボ用NPC,,,,,,,,,,,,,,,,
18001554,宇宙海賊に憧れる女の子,10024000,147,142,2,1,18001554,0,18001554,111,0,1,0,0,0,
#2014年季節イベント：空とぶ工房と不思議な武器_2章NPC,,,,,,,,,,,,,,,,
#18001555,2月のPICTID用に確保,,,,,,,,,,,,,,,
#2014年季節イベント：空とぶ工房と不思議な武器_3章NPC,,,,,,,,,,,,,,,,
18001556,　,50219000,14,21,1,1,18001556,0,17350000,111,0,2,0,3.00E+16,1,#アルティの工房に居るル フェイ
18001557,　,10060000,225,179,7,1,18001557,0,17350000,111,0,2,0,3.00E+18,1,#モーグに居るル フェイ
18001558,　,10060000,99,223,1,1,18001558,0,17350000,111,0,2,0,3.00E+19,1,#モンスターが沸いてるあたりにいるル フェイ１
18001559,　,10060000,63,210,2,1,18001559,0,17350000,111,0,2,0,3.00E+20,1,#モンスターが沸いてるあたりにいるル フェイ２
#18001560,炭鉱夫NPCID,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
18001561,　,50219000,18,6,0,3,18001184,1,18000359,111,0,2,0,0,1,#演出用NPC7
18001562,　,50219000,18,6,0,1,18001486,1,11001339,111,0,2,0,3.00E+21,1,#ユーザーミラー1
18001563,　,10060000,226,181,3,1,18001486,1,11001339,111,0,2,0,3.00E+21,1,#ユーザーミラー2
#韓国用,,,,,,,,,,,,,,,,
#18010001,ヘルメット卿,10023000,96,125,6,1.1,18010001,0,18010001,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010002,ヘルメット卿,12021000,112,134,6,1.1,18010001,0,18010001,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010003,夢見がちのハレルヤ,10024000,46,148,5,1,18010003,0,11001973,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010004,夢見がちのハレルヤ,30166000,17,15,2,1,18010004,0,11001973,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010005,夢見がちのハレルヤ,10065000,86,83,2,1,18010005,0,11001973,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010006,夢見がちのハレルヤ,10063100,123,41,1,1,18010006,0,11001973,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010007,執事イマジン,30166000,10,2,0,0.9,18010007,0,18010007,111,0,1,0,0,0,#[KOR]イリスカード配布イベント
#18010008,タイタニア保安官,10025000,88,140,6,1,18010008,0,18010008,190,0,1,0,0,0,#イベント[WANTED!]
#タイ用,,,,,,,,,,,,,,,,
#18020000,Delita,10018100,200,99,0,1,99999999,0,11000079,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020001,Zalina,10024000,172,192,0,1,99999999,0,11000836,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020002,Delita's Mom,10066000,79,76,0,1,99999999,0,11000122,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020003,Alex,30120000,18,6,0,1,99999999,0,11000197,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020004,Fiona,10062000,65,235,0,1,99999999,0,11000219,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020005,Olan Chef,10046000,178,189,0,1,99999999,0,11000794,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020006,Olan's Mother,10057000,243,121,0,1,99999999,0,11000122,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020007,Umil,10065000,43,91,0,1,99999999,0,11000100,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020008,Umil's Mother,10060000,190,125,0,1,99999999,0,11000107,111,0,1,0,0,0,#[THA] Proposal Mother Day Event
#18020009,TGS2011 Staff,20080017,42,25,2,1,99999999,0,11000405,111,0,1,0,0,0,#[THA] TGS2011イベント用
#18020010,TGS2011 Staff,20080017,8,25,6,1,99999999,0,11000405,111,0,1,0,0,0,#[THA] TGS2011イベント用
#インドネシア用,,,,,,,,,,,,,,,,
#18040000,Pirate Tiny,10071000,128,90,0,1,18040000,0,11000702,111,0,1,0,0,0,
#中国用,,,,,,,,,,,,,,,,
#18060000,,,,,,,,,,,,,,,,
