#NPCID,コメント,上半身(ATTR),下半身,靴,顔,髪型,帽子,髪飾りＵＰ,髪飾り左側,髪飾り右側,髪飾りＤＯＷＮ,顔飾り,右すね,肩パット右,肩パット左,胸アクセ,右手握り,左手甲,背負い,左すね,右足甲,しっぽ,付け髪ＵＰ,付け髪左サイド,付け髪右サイド,付け髪ＤＯＷＮ,右手甲,左足甲,左手握り,腰,腰追加分s26,エフェクト,タイツ,攻撃エフェクトID,トレイルエフェクトＩＤ,下半身１,下半身2,下半身3,
11003623,凄腕な女探検家,01_00_55_00,01_26_08_56,01_23_01_50,01_02_01_02,01_03_15_62,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,null,null,null,
11003624,ヘロヘロな探検家,00_00_43_00,00_26_09_50,00_09_19_00,00_02_0106_02,00_03_205_22,,,,,,,,,,,01_16_03_00,,01_18_20_00,,,,,,,,,,,,,,,,,00__01_00_00,00_24_02_00,00_25_02_00,
11003625,単刀直入な探検家,00_00_43_00,00_26_09_50,00_09_19_00,00_02_60_00,00_03_107_81,,,,,,,,,,,01_16_03_00,,01_18_20_00,,,,,,,,,,,,,,,,,00__01_00_00,00_24_02_00,00_25_02_00,
11003641,エン,00_00_84_00,00_23_10_00,,00_02_60_00,00_03_55_30,,,,,,,,,,,00_10_19_00,00_11_13_00,,,,,,,,,,,,,,,,,,null,null,null,
11003642,オーツ,00_00_14_52,00_23_03_00,,00_02_52_00,null,00_02_32_00,,,,,,,,,,00_10_05_30,00_11_02_52,,,,,,,,,,,,,,,,,,null,null,null,
11003643,イース,00_00_1244_00,00_23_47_00,,00_02_22_00,00_03_51_00,00_05_32_00,,,,,,,,,,00_14_11_00,00_11_05_50,,,,,,,,,,,,,,,,,,null,null,null,
11003644,エヴィ,00_00_60_00,,,00_02_11_00,00_03_203_10,00_06_27_00,,,,,,,,,,00_10_26_00,00_11_06_00,,,,,,,,,,,,,,,,,,null,null,null,
11003645,ラウル,00_00_44_00,00_23_06_00,,00_02_11_00,00_03_19_11,,,,,,,,,,00_08_52_67,00_10_83_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003646,クイス,01_00_1035_00,,01_09_36_50,01_02_50_00,01_03_02_11,,,,,,,,,,,null,,,,,,,,,,01_10_16_50,,,,,,64,,,01_01_00_64,01_24_00_64,01_25_00_64,
11003647,イヴ,01_00_66_00,01_23_05_00,,01_02_60_00,01_03_05_01,01_05_178_00,,,,,,,,,,01_10_10_00,01_11_05_50,,,,,,,,,,,,,,,,,,null,null,null,
11003648,エイン,01_00_1243_00,01_23_46_00,,01_02_42_00,01_03_08_08,01_06_169_00,,,,,,,,,,01_10_35_30,01_11_05_00,,,,,,,,,,,null,,,,83,,,01_01_00_83,01_24_00_83,01_25_00_83,
11003649,エニー,01_00_1247_00,01_23_49_00,,01_02_60_00,01_03_72_11,01_06_170_00,,,,,,,,,,01_15_40_00,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,null,
11003650,ティス,01_00_84_00,01_09_62_00,,01_02_00_00,01_03_62_09,01_06_137_09,,,,,,,,,,01_12_01_00,01_11_34_00,,,,,,,,,,,,,,,84,,,01_01_00_84,01_24_00_84,01_25_02_84,
11003651,オンズ,02_00_60_50,,,02_02_01_00,02_03_40_04,02_05_16_00,02_07_17_50,,,,,,,,,02_10_11_00,02_11_03_30,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003652,ドゥーズ,02_00_1132_00,02_23_31_00,,02_02_42_00,02_03_35_06,02_05_16_00,02_06_118_00,,,,,,,,,02_10_58_00,02_11_51_00,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003653,トーレ,02_00_11_00,02_23_03_50,,02_02_60_00,02_03_37_08,02_05_16_00,,,,,,,,,,02_10_60_00,,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003654,キャトル,02_00_1254_00,02_26_98_00,,02_02_62_00,02_03_32_07,02_05_16_00,,,,,,,,,,02_13_13_00,,02_18_59_00,,,,,,,,,,,,,,,,,null,null,02_25_00_00,
11003655,ドリー,02_00_42_51,02_23_05_51,,02_02_41_00,02_03_37_09,02_05_16_00,02_07_84_00,,,,,,,,,02_13_06_00,,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003656,アラン,03_00_1250_00,03_09_141_00,,03_02_02_00,03_03_49_61,03_05_16_00,,,,,,,,,,03_15_18_30,,03_18_59_00,,,,,,,,,,,,,,81,,,03_01_00_81,03_24_00_81,null,
11003657,ミル,03_00_1338_00,03_09_83_00,,03_02_02_02,03_03_167_20,03_05_17_00,03_07_29_14,,,,,,,,,03_16_10_30,03_11_07_00,03_18_59_00,,,,,,,,,,,,,,95,,,03_01_00_95,03_24_00_95,03_25_02_95,
11003658,クルル,03_00_58_50,,03_09_29_50,03_02_01_01,03_03_165_25,03_05_17_00,,,,,,,,,,03_10_35_00,03_11_02_52,03_18_59_00,,,,,,,,,,,,,,,,,03_01_16_00,null,null,
11003659,サラ,03_00_14_51,03_26_08_55,03_09_06_53,03_02_01_00,03_03_150_20,03_05_17_00,03_07_27_00,,,,,,,,,null,null,03_18_59_00,,,,,,,,,,03_17_03_50,03_18_06_00,,,,,,03_01_00_00,03_24_00_00,03_25_02_00,
11003660,チル,03_00_1246_00,03_23_48_00,,03_02_01_04,03_03_155_20,03_05_17_00,,,,,,,,,,03_17_28_30,null,03_18_59_00,,,,,,,,,,,,,,,,,03_01_00_00,03_24_00_00,null,
11003661,アルト,04_00_84_50,04_23_10_50,,04_02_02_00,04_03_38_61,04_05_186_00,,,,,,,,,,04_13_36_50,null,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003662,ディーン,04_00_61_50,04_09_24_50,,04_02_02_00,04_03_25_62,04_06_25_52,,,,,,,,,,,04_11_47_00,04_18_61_00,,,04_21_00_02,,,,,04_11_46_00,,,,,,,,,null,null,null,
11003663,チャール,04_00_1243_00,04_09_24_50,,04_02_12_00,04_03_32_05,,,,,,,,,,,04_10_06_00,04_11_05_00,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003664,チェン,04_00_1245_00,04_23_57_00,,04_02_02_00,04_03_01_81,,04_07_80_00,,,,,,,,,04_14_19_00,,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,04_01_00_00,null,null,
11003665,オーガン,04_00_33_00,04_23_04_00,,04_02_02_00,04_03_02_51,,,,,,,,,,,04_13_07_30,,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003666,エリー,05_00_88_00,05_23_01_50,,05_02_02_00,05_03_05_72,,05_07_73_00,,,,,,,,,05_10_30_00,,05_18_61_00,,,05_21_00_02,,,,,,,,,,,,,,05_01_00_00,null,null,
11003667,サン,05_00_59_50,05_09_30_00,,05_02_02_03,05_03_09_50,,05_07_18_00,,,,,,,,,05_15_19_00,,05_18_61_00,,,05_21_00_02,,,,,,,,,,,,,,05_01_00_00,05_24_00_00,05_25_02_00,
11003668,ユイル,05_00_66_50,05_23_05_00,,05_02_92_01,05_03_40_51,,,,,,,,,,,05_14_36_00,,05_18_61_00,,,05_21_00_02,,,,,,,,,,,,,,null,null,null,
11003669,ミッシュ,05_00_97_00,,,05_02_02_00,05_03_41_20,,,,,,,,,,,05_14_15_00,,05_18_61_00,,,05_21_00_02,,,,,,,,,,,,,,null,null,null,
11003670,チェリー,05_00_1253_00,,05_09_61_00,05_02_02_00,05_03_32_21,,05_06_174_00,,,,,,,,,05_10_20_00,,05_18_61_00,,,05_21_00_02,,,,,,,,,,,78,,,05_01_00_95,05_24_00_95,05_25_02_95,
11003671,シビル,06_00_14_50,06_23_03_54,,06_02_06_00,06_03_05_81,,,,,,,,,,,06_10_11_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003672,ガル,06_00_13_30,06_23_03_53,,06_02_06_00,06_03_02_80,,,,,,,,,,,06_10_06_00,06_11_02_51,,,,,,,,,,,,,,,,,,null,null,null,
11003673,ジャック,06_00_42_51,06_23_05_51,,06_02_06_01,06_03_08_82,,,,,,,,,,,06_10_10_00,06_11_07_30,,,,,,,,,,,,,,,,,,null,null,null,
11003674,バッシュ,06_00_83_00,06_26_26_50,06_09_54_50,06_02_07_01,06_03_01_70,,,,,,,,,,,06_10_35_30,,,,,,,,,,,,,,,,,,,null,null,null,
11003675,ドル,06_00_97_00,06_26_33_00,,06_02_06_04,06_03_04_60,,,,,,,,,,,06_10_26_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003676,ルキ,07_00_09_50,07_26_08_57,07_09_17_50,07_02_06_21,07_03_40_80,,,,,,,,,,,07_13_06_00,,,,,,,,,,,,,,,,,,,07_01_00_00,07_24_00_00,null,
11003677,ノヴァ,07_00_65_00,07_23_01_50,,07_02_06_23,07_03_41_81,,,,,,,,,,,07_10_05_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003678,カイ,07_00_56_50,07_09_27_00,,07_02_06_24,07_03_42_82,,,,,,,,,,,07_10_05_50,,,,,,,,,,,,,,,,,,,07_01_00_00,07_24_00_00,07_25_01_00,
11003679,ニオ,07_00_58_00,07_09_29_00,,07_02_06_24,07_03_44_60,,,,,,,,,,,07_10_00_30,,,,,,,,,,,,,,,,,,,07_01_00_00,07_24_00_00,null,
11003680,セイス,07_00_14_51,07_26_08_55,07_09_06_59,07_02_06_24,07_03_47_62,,,,,,,,,,,07_10_04_00,,,,,,,,,,,,,,,,,,,07_01_00_00,07_24_00_00,07_25_02_00,
11003681,アインス,04_00_1245_00,04_23_57_00,,04_02_60_00,04_03_107_81,,,,,,04_07_53_00,,,,,,,04_18_62_09,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003682,バーン,02_00_1244_00,02_23_47_00,,02_02_50_00,02_03_137_10,02_05_145_00,,,,,,,,,,,,02_18_59_14,,,,02_04_98_10,,,,,,,,,,,,,null,null,null,
11003683,クローネ,01_00_1249_00,,01_09_147_00,01_02_40_00,01_03_68_22,,01_06_177_00,,,,01_07_07_50,,,,01_08_97_00,,,,,,,01_04_67_22,,,,,,,,,,82,,,01_01_00_82,01_24_00_82,01_25_01_82,
11003684,フォル,07_00_1177_00,,,07_02_06_13,07_03_135_25,,,,,,07_07_41_09,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003685,固定砲台にやられた少年,00_00_13_33,00_23_02_50,,00_02_10_00,00_03_10_00,00_05_126_00,,,,,,,,,,00_10_07_00,00_11_02_52,,,,,,,,,,,,,,,,,,null,null,null,
11003686,クェス,02_00_42_50,02_23_05_50,null,02_02_01_03,02_03_08_62,02_05_17_00,,,,,,,,,,02_14_26_01,,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003687,トリープ,03_00_1248_00,03_23_50_00,,03_02_41_00,03_03_34_08,03_05_17_00,,,,,,,,,,03_15_32_00,,03_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003688,ササミ,03_00_51_00,03_23_96_00,,03_02_42_00,03_03_33_08,03_05_17_00,,,,,,,,,,03_14_14_31,null,03_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003689,マッド,02_00_54_00,02_23_08_00,null,02_02_01_03,02_03_02_52,02_05_17_00,,,,,,,,,,02_10_70_00,,02_18_59_00,,,,,,,,,,,,,,,,,null,null,null,
11003690,ビビー,03_00_60_50,03_26_11_50,03_09_31_00,03_02_41_00,03_03_25_02,03_05_17_00,,,,,,,,,,03_10_01_00,,03_18_59_00,,,,,,,,,,,,,,,,,03_01_00_00,03_24_00_00,03_25_01_00,
11003691,スケール,04_00_22_50,04_23_03_51,,04_02_02_00,04_03_25_60,04_06_80_00,,,,,,,,,,04_10_13_00,,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003692,アンゴレ,04_00_16_00,04_23_03_55,,04_02_02_00,04_03_59_72,,04_07_33_00,,,,,,,,,04_14_41_00,,04_18_61_00,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11003693,ホークアイの男,04_00_1246_00,04_23_48_00,,04_02_0108_06,04_03_232_62,,04_06_189_00,,,,,,,,04_08_88_00,,,04_18_64_10,,,04_21_00_04,,,,,,,,,,,,,,null,null,null,
11003694,フォースマスターの女,03_00_1247_00,03_23_49_00,,03_02_0106_05,03_03_252_30,03_05_145_00,,,,,,,,,03_08_96_00,,,03_18_58_00,,,,,,,,,,,,,,77,,,03_01_00_77,03_24_00_77,null,
11003695,グラディエイターの男,00_00_1243_00,,,00_02_0107_09,00_03_206_09,,,,,,,,,,01_08_97_00,,,,,,,,,,,,,,,,,,,,null,null,null,
11003696,ブレイドマスターの男,00_00_1271_00,,00_23_63_00,00_02_00_04,00_03_02_52,,,,,,00_07_78_00,,null,null,00_08_52_74,00_10_68_00,,,,,,,,,,null,,,,,,,,3020,null,null,null,
11003697,アサシンの男,04_00_1121_00,,,04_02_60_00,04_03_25_09,,,,,,04_07_61_00,,null,null,,,04_11_43_00,04_18_04_00,,,04_21_00_00,,,,,04_11_42_00,,,,,,,,,null,null,null,
11003698,エレメンタラーの男,02_00_1124_00,02_26_68_00,02_09_110_00,02_02_05_00,02_03_55_60,02_05_16_00,02_05_123_00,,,,02_07_63_00,,null,null,,02_16_29_00,,02_18_03_00,,,,,,,,null,,,,,,,,,null,null,02_25_04_00,
11003699,ドルイドの女,03_00_1111_00,,,03_02_52_00,03_03_130_60,03_05_16_00,,null,null,null,null,,null,null,03_08_99_00,03_15_14_00,,03_18_03_00,,,,null,,,,null,,,,,,,,,null,null,null,
11003700,ナイトの男,00_00_1375_00,,00_23_91_00,00_02_03_01,00_03_104_50,,,,,,,,null,null,,00_10_42_00,00_11_06_00,,,,,,,,,null,,null,,,,,,3020,null,null,null,
11003701,バードの女,03_00_1067_50,null,,03_02_00_00,03_03_22_09,03_05_16_00,03_07_07_50,,,,,,null,null,,,,03_18_03_00,,,,,,,,,,03_15_25_00,,,,,,3075,null,null,null,
11003708,ホッター,00_00_1354_04,00_26_118_04,00_09_161_04,00_02_01_02,00_03_205_07,,,,,,00_07_98_53,,null,null,00_08_68_00,00_14_28_00,,,,,,,,,,null,,null,,,,,,,null,null,00_25_01_00,
11003935,東軍騎士団兵士,01_00_1446_00,01_26_152_00,01_09_185_00,01_02_0110_06,01_03_133_51,,,,,,,,,,,01_17_13_00,,,,,,01_04_125_51,,,,,,,01_18_72_00,,,36,,,01_01_00_119,01_24_00_36,01_25_01_36,
11003936,西軍騎士団兵士,01_00_1441_00,,,01_02_0112_90,01_03_138_90,,,,,,01_07_108_00,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003937,南軍騎士団兵士,00_00_1412_90,00_23_98_90,,00_02_0113_08,00_03_10_09,00_05_202_00,,,,,,,,,,00_10_60_90,,,,,,,,,,,,,00_18_102_00,,,,,,null,null,null,
11003938,北軍騎士団兵士,01_00_1281_90,01_26_132_90,01_09_160_90,01_02_0111_15,01_03_134_28,01_05_205_00,,,,,,,,,01_08_52_101,01_15_32_00,,,,,,,,,,,,,01_18_52_00,,,108,,,01_01_00_108,01_24_00_108,01_25_01_108,
11003939,気さくな探検家,00_00_41_50,00_26_13_50,00_09_03_51,00_02_100_12,00_03_150_09,,,,,,,,,,,00_13_08_00,,,,,,,,,,,,,,,,,,,null,null,00_25_02_00,
11003940,普通な探検家,01_00_13_30,01_26_08_30,01_09_35_00,01_02_0105_05,00_03_152_06,,,,,,,,,,,01_16_03_00,,,,,,,,,,,,,01_18_18_00,,,87,,,01_01_00_87,01_24_00_87,01_25_00_87,
11003941,さまよう探検家,00_00_56_00,00_26_17_00,00_09_23_00,00_02_0105_00,01_03_133_51,,,,,,00_07_14_01,,,,,00_16_00_00,,00_18_59_00,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_02_00,
11003942,無口な探険家,01_00_55_00,01_26_08_45,01_09_119_00,01_02_0109_00,01_03_214_12,,,,,,,,,,,01_16_03_00,,01_18_89_00,,,,,,,,,,,,,,24,,,01_01_00_24,01_24_00_36,01_25_03_24,
11003943,おびえる探検家,00_00_43_52,00_26_09_50,00_09_19_00,00_02_0204_10,00_03_10_03,00_05_14_00,,,,,,,,,,00_16_03_00,,00_18_02_00,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_00_00,
11003944,恋する探検家,01_00_1328_00,01_26_18_01,01_09_35_50,01_02_0200_10,01_03_215_10,,,,,,,,,,,01_16_67_00,,,,,,,,,,,,,01_18_44_00,,,27,,,01_01_00_27,01_24_00_27,01_25_00_27,
11003945,悪趣味な探検家,00_00_62_00,,00_26_20_00,00_02_07_00,00_03_140_08,,,,,,,,,,,00_16_00_00,,,,,,,,,,,,,00_18_18_00,,,,,,null,null,null,
11003947,愚痴っぽい探検家,00_00_13_03,00_26_17_50,00_09_23_50,00_02_0108_00,00_03_132_01,,,,,,,,,,,00_16_03_00,,00_18_02_52,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_02_00,
11003948,こども探検家,01_00_1446_00,01_26_152_00,01_09_35_50,01_02_0107_01,01_03_103_08,,,,,,,,,,,01_13_09_00,,,,,,,,,,,,,01_18_07_50,,,29,,,01_01_00_29,01_24_00_29,01_25_00_29,
11003949,インテリ探検家,01_00_93_50,null,01_09_60_50,01_02_0105_04,01_03_05_09,,,,,,01_07_07_50,,,,,01_16_00_52,,,,,,,,,,,,,01_18_07_00,,,99,,,01_01_00_99,01_24_00_99,null,
11003950,自信過剰な探検家,00_00_1253_00,null,null,00_02_0107_08,00_03_152_09,,,,,,,,,,,00_16_03_00,,00_18_02_00,,,,,,,,,,,,,,36,,,null,null,null,
11003964,箱開けが趣味の少女,01_00_1426_00,null,01_23_80_00,01_02_0106_04,01_03_249_09,,,,,,01_07_81_00,,,,01_08_12_00,,,,,,,,,,,,,,01_18_07_00,,,,,,null,null,null,
11003965,物静かなエレメンタラー,03_00_87_50,null,03_09_55_00,03_02_0109_14,03_03_252_05,03_05_16_00,,,,,,,,,,,,03_18_03_00,,,,,,,,,,,,,,,,,null,03_24_00_00,03_25_02_00,
11003967,染色好きの少女,01_00_1042_00,null,01_23_88_00,01_02_0105_03,01_03_223_08,,01_06_07_01,,,,,,,,,01_19_01_50,,,,,,,,,,,,,,,,,,,01_01_00_65,01_24_00_65,01_25_02_65,
11003968,不思議系な女性,01_00_62_50,01_26_52_00,01_09_59_00,01_02_00_00,01_03_10_00,01_05_07_51,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_00_00,
11003969,情報通な戦士,00_00_44_00,,00_23_06_00,00_02_01_02,00_03_36_50,,,,,,,,,,00_08_12_00,00_10_90_00,00_11_07_30,,,,,,,,,null,,null,,,,,,,null,null,null,
11003970,物好きな戦士,00_00_44_50,,00_23_06_50,00_02_01_12,00_03_35_50,,,,,,,,,,00_08_12_00,00_10_35_30,00_11_51_00,,,,,,,,,null,,null,,,,,,,null,null,null,
11003971,旅慣れた女性,01_00_56_50,01_26_53_04,01_09_27_00,01_02_00_01,01_03_51_00,01_05_37_50,null,,,,,,null,null,,01_10_70_00,null,,,,,,,,,null,,null,,,,,,,01_01_00_00,null,null,
11003978,疑問を抱えた冒険者,00_00_27_03,00_26_25_03,00_09_25_00,00_02_01_02,00_03_34_52,,00_06_16_50,,,,,,,,,00_15_17_33,null,,,,,,,,,null,,null,,,,,,,null,00_24_00_00,null,
11003979,下層から来た冒険者,00_00_1428_00,,00_23_57_00,00_02_02_11,00_03_30_52,,00_07_80_00,,,,,,,,,00_10_14_12,null,,,,,,,,,null,,null,,,,,,,null,null,null,
11003980,罠に助けられた冒険者,01_00_86_00,,01_23_01_00,01_02_00_03,01_03_10_00,01_05_51_00,01_07_23_00,,,,,,,,,null,null,,,,,,,,,null,,01_17_60_01,,,,,,,null,null,null,
11003981,向上心のある冒険者,00_00_54_50,,00_23_08_00,00_02_01_00,00_03_34_52,,,,,,00_07_80_00,,,,,null,null,,,,,,,,,00_10_16_50,,null,,,,,,,null,null,null,
11003982,ちょっとドジな冒険者,00_00_55_50,,,00_02_01_00,00_03_20_52,00_06_29_50,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,00_25_02_00,
11003983,用心な冒険者,00_00_42_00,,00_23_05_00,00_02_01_00,00_03_11_00,,,,,,,,,,00_8_52_64,00_14_05_03,,,,,,,,,,,,,,,,,,,null,null,null,
11003984,無限回廊の冒険者,00_00_1132_00,,00_23_31_00,00_02_00_00,00_03_10_01,00_05_126_00,,,,,,,,,00_08_52_67,00_10_58_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003985,先輩冒険者,01_00_1426_00,,01_23_101_00,01_02_01_03,01_03_00_60,01_05_191_00,01_07_66_00,,,,,,null,null,01_08_87_00,01_10_15_00,01_11_02_52,,,,,,,,,null,,null,,,,,,,null,null,null,
11003986,優しそうな冒険者,00_00_05_50,00_26_05_53,00_09_119_01,00_02_01_00,00_03_10_00,00_05_126_00,,,,,,,,,,00_10_05_51,00_11_04_51,,,,,,,,,null,,null,,,,,,,null,null,null,
11003988,染色娘の妹,01_00_1002_50,,01_09_20_01,01_02_01_04,01_03_22_09,,,,,,,,null,null,,01_16_08_00,,,,,,,,,,null,,,,,,,,,01_01_00_25,01_24_00_25,01_25_05_25,
11003994,出張クエスト受付,01_00_1105_00,,01_09_97_00,01_02_01_01,01_03_50_12,01_05_114_00,null,null,null,null,,,null,null,,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_01_03,#ノーザリン岬
11003995,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_01_01,01_03_100_10,,00_06_08_00,,,,,,,,01_08_19_02,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#スノップ雪原
11003996,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_00_00,01_03_60_50,,00_06_08_00,00_04_62_50,,,,,,,01_08_19_05,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#ファーイースト街道
11003997,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_00_20,01_03_130_22,,00_06_08_00,,,,,,,,01_08_19_08,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#イストー岬
11003998,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_0108_04,01_03_157_03,,00_06_08_00,,,,,,,,01_08_19_01,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#アンデッド島（大陸側）
11003999,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_0105_09,01_03_162_01,,00_06_08_00,00_04_100_01,,,,,,,01_08_19_03,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#東アクロニア海岸
11004000,出張クエスト受付,01_00_19_50,,01_09_07_00,01_02_0110_01,01_03_188_23,,00_06_08_00,,,,,,,,01_08_19_07,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,#軍艦島
11004001,出張クエスト受付,01_00_19_50,,01_09_26_09,01_02_0111_02,01_03_257_08,,00_06_08_00,,,,01_07_98_51,,,,01_08_19_09,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_06_03,#サウスリン岬
11004002,出張クエスト受付,01_00_1105_00,,01_09_97_00,01_02_02_04,01_03_50_25,01_05_114_00,null,null,null,null,,,null,null,,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_01_03,#ノース台地
11004003,運び屋ジェームズ,00_00_1028_02,00_23_78_01,,00_02_00_03,00_03_236_51,,,,,,00_07_97_01,,,,,,,,,,,,,,,,,,00_18_18_02,,,,,,null,null,null,
11004005,運び屋トンプソン,00_00_1028_02,00_23_78_01,,00_02_00_03,00_03_246_60,00_05_16_00,,,,,00_07_97_00,,,,,,,00_18_03_00,,,,,,,,,,,00_18_18_02,,,,,,null,null,null,
11004007,心憑依屋エントーラ,4031_00_00_00,,,4031_02_00_00,4031_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004008,出張クエスト受付,01_00_1064_00,,01_09_26_09,01_02_02_01,01_03_161_01,,01_06_48_00,,,,01_07_75_07,,null,null,,,,,,,,01_04_110_01,,,,null,,,,,,,,,01_01_00_03,01_24_00_03,01_25_06_03,
11004009,出張クエスト受付,01_00_1064_00,,01_09_26_09,01_02_02_03,01_03_198_71,,01_06_48_00,,,,,,null,null,,,,,,,,,,,,null,,,,,,,,,01_01_00_03,01_24_00_03,01_25_06_03,
11004010,出張クエスト受付,01_00_1064_00,,01_09_26_09,01_02_01_00,01_03_146_03,,01_06_48_00,,,,01_07_85_00,,null,null,,,,,,,,,,,,null,,,,,,,,,01_01_00_03,01_24_00_03,01_25_06_03,
11004011,リット,01_00_1422_00,,01_09_06_59,01_02_61_00,01_03_40_80,01_05_189_00,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,01_01_00_05,01_24_00_05,01_25_03_05,
#ワールド対抗戦NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004030,Clover係員,4002_00_00_51,,,4002_02_00_05,4002_03_00_00,4002_05_00_51,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
11004032,Lupinus係員,4002_00_00_52,,,4002_02_00_00,4002_03_00_00,4002_05_00_52,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
11004034,Freesia係員,4002_00_00_50,,,4002_02_00_07,4002_03_00_00,4002_05_00_50,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
11004036,Zinia係員,4002_00_00_53,,,4002_02_00_03,4002_03_00_00,4002_05_00_53,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004039,フシギ団団員（ハ）ドミ♀,05_00_1079_00,null,null,05_02_71_00,,,,,,,,,,,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,null,null,null,
11004044,フシギ団団員（mob1)エミル♀,03_00_101_12,null,null,03_02_71_00,,03_05_16_00,,,,,,,,,03_08_47_00,,,03_18_03_00,,,03_21_10_12,,,,,,,,,,,,,,null,null,null,
11004045,フシギ団団員（mob2)タイタ♀,01_00_05_51,01_23_30_00,null,01_02_71_00,,,,,,,,,,,01_08_52_85,,01_11_15_50,,,,,,,,,01_11_14_50,,,,,,,,,null,null,null,
11004050,恐ろしいモンスター,1677_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004064,DEM商人,4083_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11004070,トンカ団長エミル♂,00_00_1161_03,00_26_42_00,00_09_175_02,00_02_03_04,00_03_84_12,00_06_24_00,,,,,00_07_18_51,,,,,,,,,,,00_04_68_12,,,,,,,,,,,,,null,null,00_25_02_00,
11004115,ヴェリタブル?ハスター,1575_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11004117,Cardia,03_00_1324_00,03_23_78_00,,03_02_0217_05,03_03_134_26,,,,,,03_07_56_00,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11004118,ディディ,01_00_68_50,01_23_11_00,,01_02_0108_01,01_03_05_11,,,,,,01_06_45_50,,,,,01_16_10_50,,01_18_89_00,,,,,,,,,,,,,,,,,null,null,null,
11004119,ファド,00_00_37_50,00_23_01_51,null,00_02_40_00,00_03_10_09,00_05_56_00,,,,,00_07_26_00,,,,,00_19_04_00,null,00_18_20_00,,,,,,,,null,,00_19_14_00,,,,,,,null,null,null,
