#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
30080,68310080,2,▲ハードスラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ハードスラッシュ＞$R相手を武器で切りつける,6829,1,0,0,0,0,0
30081,68310081,2,▲挑発,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜挑発＞$R相手を挑発し、相手のターゲットを$R自分に変える事ができる$R$R※スキル対象が＜敵＞の$R条件でしか発動しません,6409,1,0,0,0,0,0
30082,68310082,2,▲兜割り,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜兜割り＞$R飛び上がり体重を乗せて対象の頭上$Rから斬り下ろす$R対象が虫の場合、追加ダメージを与える,6831,1,0,0,0,0,0
30083,68310083,2,▲ダークワールウィンド,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダークワールウィンド＞$R離れた相手に向かって$R闇属性の斬撃の波動を放つ,6827,1,0,0,0,0,0
30084,68310084,2,▲一騎当千,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜一騎当千＞$R広範囲の相手を挑発し$R相手のターゲットを自分に$R変える事ができる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6832,1,0,0,0,0,0
30085,68310085,2,▲チェインライトニング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜チェインライトニング＞$R直線上に雷を放つ,6828,1,0,0,0,0,0
30086,68310086,2,▲フロスティゲイル,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜フロスティゲイル＞$R対象に凍える風を吹きかけ、$R一定確率で凍結状態にする$R対象が水属性を持っている場合、$R成功率が上昇する,6835,1,0,0,0,0,0
30087,68310087,2,▲アースオーラ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アースオーラ＞$R一定時間、対象プレイヤーの$R防御力、防御率を上昇する,6833,1,0,0,0,0,0
30088,68310088,2,▲エンチャントウエポン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エンチャントウエポン＞$R対象の武器に鈍足効果を付加させる,6834,1,0,0,0,0,0
30089,68310089,2,▲ナッシングネス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ナッシングネス＞$R対象の範囲に全ての力を失わせる$R虚無を作る,6674,1,0,0,0,0,0
30090,68310090,2,▲グリムリーパー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜グリムリーパー＞$R闇の力を武器に宿し、対象を攻撃する,6675,1,0,0,0,0,0
30091,68310091,2,▲ダークミスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダークミスト＞$R魔力を利用し、対象者を$R一定確率で命中率低下にする$R攻撃を与える,6676,1,0,0,0,0,0
30092,68310092,2,▲ダークウエポン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダークウエポン＞$R対象の武器に闇の力を与える ,6677,1,0,0,0,0,0
30093,68310093,2,▲チャージアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜チャージアタック＞$R敵を弾き飛ばす攻撃をする,6800,1,0,0,0,0,0
30094,68310094,2,▲コンフュージョンアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜コンフュージョンアタック＞$R相手の頭部を殴り$R一定確率で混乱させる,6808,1,0,0,0,0,0
30095,68310095,2,▲ポケポケ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ポケポケ＞$R対象をすごい萎えさせる（？）,6063,1,0,0,0,0,0
30096,68310096,2,▲ファングアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファングアタック＞$R斬り攻撃,6836,1,0,0,0,0,0
30097,68310097,2,▲遠吠え,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜遠吠え＞$R相手をスタンさせる,6837,1,0,0,0,0,0
30098,68310098,2,▲エンミティーロア,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エンミティーロア＞$R周囲に対して敵意ある唸り声を$R上げさせる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6838,1,0,0,0,0,0
30099,68310099,2,▲レイジアバウト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜レイジアバウト＞$R周囲の敵を攻撃する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6839,1,0,0,0,0,0
30100,68310100,2,▲グリッターボディ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜グリッターボディ＞$R防御力を一時的に上昇させる,6840,1,0,0,0,0,0
30101,68310101,2,▲マジックスリープ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックスリープ＞$R魔力を利用し、対象者を$R一定確率で睡眠状態にする,6678,1,0,0,0,0,0
30102,68310102,2,▲バイタリティダウン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バイタリティダウン＞$R一定時間、対象の$RVITを低下させる,6679,1,0,0,0,0,0
30103,68310103,2,▲ライフスティール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ライフスティール＞$R対象のHPを吸収し自分の$RHPを回復する,6680,1,0,0,0,0,0
30104,68310104,2,▲ガオーッ！！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ガオーッ！！＞$R自分の周囲に重力場を$R発生させながら武器を$R振り回し、自分の周囲を攻撃する$R確率により受けた対象は$R鈍足状態になる,6681,1,0,0,0,0,0
30105,68310105,2,▲スタンアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スタンアタック＞$R対象をスタン状態にする攻撃をする,6848,1,0,0,0,0,0
30106,68310106,2,▲足払い,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜足払い＞$R敵の足を払う$R成功すると相手のスキル詠唱を止めて$Rスキル発動を無効化できる,6849,1,0,0,0,0,0
30107,68310107,2,▲プラントポイズン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜プラントポイズン＞$R毒攻撃をさせる,6843,1,0,0,0,0,0
30108,68310108,2,▲ローズウィップ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ローズウィップ＞$R突き攻撃をさせる,6844,1,0,0,0,0,0
30109,68310109,2,▲プラントヒーリング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜プラントヒーリング＞$Rヒーリングを使わせる,6845,1,0,0,0,0,0
30110,68310110,2,▲アクアストーム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アクアストーム＞$R地面の広い範囲に$R水の渦を発生させる,6061,1,0,0,0,0,0
30111,68310111,2,▲アムラーム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アムラーム＞$R発動者を自動で追尾する$R水の魔法球を飛ばす,6684,1,0,0,0,0,0
30112,68310112,2,▲連続攻撃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜連続攻撃＞$R連続した命中率の高い$R突き攻撃を行う,6682,1,0,0,0,0,0
30113,68310113,2,▲ウォータアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウォータアタック＞$R対象に水属性魔法攻撃をする,6691,1,0,0,0,0,0
30114,68310114,2,▲アイスフェード,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アイスフェード＞$R対象を氷状態にする攻撃をする,6688,1,0,0,0,0,0
30115,68310115,2,▲ウォータバーン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウォータバーン＞$R水の範囲ダメージが直線におかれる,6689,1,0,0,0,0,0
30116,68310116,2,▲つむじ風,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜つむじ風＞$Rつむじ風を起こし$R自分の周囲を攻撃する,6685,1,0,0,0,0,0
30117,68310117,2,▲ハウルアウト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ハウルアウト＞$R前方広範囲扇形をなぎ払い$R一定確率で強制憑依解除させる,6686,1,0,0,0,0,0
30118,68310118,2,▲怒,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜怒＞$R自身をバーサーク状態にする,6687,1,0,0,0,0,0
30119,68310119,2,▲ちぇすとーっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちぇすとーっ！＞$R守りを考えず全力で斬りかかり$R防御力を無効化する一撃を与える,6692,1,0,0,0,0,0
30120,68310120,2,▲ファイアブラスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファイアブラスト＞$R対象の範囲に火焔攻撃を行う,6812,1,0,0,0,0,0
30121,68310121,2,▲ファイアボール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファイアボール＞$R敵に炎の力を持つ魔法攻撃を行う,6824,1,0,0,0,0,0
30122,68310122,2,▲ファイアストーム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファイアストーム＞$R地面の広い範囲に$R火焔の竜巻を発生させる,6850,1,0,0,0,0,0
30123,68310123,2,▲エナジーシールド,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エナジーシールド＞$R一定時間$R対象の防御力を強化する,6852,1,0,0,0,0,0
30124,68310124,2,▲ちょばばばバーンっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちょばばばバーンっ！＞$R一発の威力は小さいが$RＨＩＴ数が多い火属性魔法攻撃をする,6851,1,0,0,0,0,0
30125,68310125,2,▲集中射撃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜集中射撃＞$Rガトリング砲から対象に弾丸を発射,6841,1,0,0,0,0,0
30126,68310126,2,▲拡散射撃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜拡散射撃＞$Rガトリング砲から周囲に弾丸を発射,6842,1,0,0,0,0,0
30127,68310127,2,▲おしおきだべぇ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜おしおきだべぇ＞$R敵に風の力を持つ$R魔法攻撃を行う,6444,1,0,0,0,0,0
30128,68310128,2,▲シュリルボイス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜シュリルボイス＞$R甲高い鳴き声を上げて$R対象の手元を一定時間狂わせる,6846,1,0,0,0,0,0
30129,68310129,2,▲バイオレントピック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バイオレントピック＞$R連続で突っつき攻撃を行う,6847,1,0,0,0,0,0
30130,68310130,2,▲サンクチュアリ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サンクチュアリ＞$R自分中心に渦巻き状に動く$Rホーリーグローブを出現させる,6695,1,0,0,0,0,0
30131,68310131,2,▲サテライトムーン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サテライトムーン＞$R周辺をホーリーグローブが回る,6696,1,0,0,0,0,0
30132,68310132,2,▲こっちこないで！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜こっちこないで！＞$R自分の周囲に重力場を$R発生させながら武器を$R振り回し、自分の周囲を攻撃する$R確率により受けた対象は$R鈍足状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6697,1,0,0,0,0,0
30133,68310133,2,▲がんばれー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜がんばれー！＞$R一定時間$R最小物理攻撃力を上昇させる,6698,1,0,0,0,0,0
30134,68310134,2,▲傷ついたキミを、癒してあげる。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜傷ついたキミを、癒してあげる。＞$R対象のＨＰを回復する,6699,1,0,0,0,0,0
30135,68310135,2,▲みんなを元気にするよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜みんなを元気にするよ！＞$R指定範囲内にいる者を対象とし$RＨＰ大回復効果と$RＨＰ、ＭＰ、ＳＰ回復力上昇効果を$R付与させ、さらには行動不能状態$Rから蘇らせることができる$R$Rパートナープロテクト中、$R行動不能状態のパートナーを$R蘇らせることはできません,6700,1,0,0,0,0,0
30136,68310136,2,▲しばらくは、大丈夫だね,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜しばらくは、大丈夫だね＞$R指定対象を一定回数$R物理攻撃無効状態にする,6701,1,0,0,0,0,0
30137,68310137,2,▲お願い！これで元気になって！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜お願い！これで元気になって！＞$R行動不能になった対象を蘇らせる$R$Rパートナープロテクト中、$Rパートナーには使用できません,6702,1,0,0,0,0,0
30138,68310138,2,▲これでどう？もう少しがんばって！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜これでどう？もう少しがんばって！＞$R対象の体力を上昇させる$RＳＴＲ、ＶＩＴ、ＡＧＩが上昇する,6703,1,0,0,0,0,0
30139,68310139,2,▲これで、もう心配ないね。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜これで、もう心配ないね。＞$R戦闘不能になったとき$R稀に生き返る,6704,1,0,0,0,0,0
30140,68310140,2,▲ちょっとは心強くなったかな？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちょっとは心強くなったかな？＞$R対象の防御力と魔法防御力を$R上昇させる,6705,1,0,0,0,0,0
30141,68310141,2,▲ファイアウエポン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファイアウエポン＞$R攻撃時、炎の力を宿らせる,6706,1,0,0,0,0,0
30142,68310142,2,▲活動阻害行動を行う,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜活動阻害行動を行う＞$R対象を中心に毒効果と$R気絶効果のある爆破を起こす,6707,1,0,0,0,0,0
30143,68310143,2,▲ディバインバリア,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディバインバリア＞$R対象の防御力と魔法防御力を$R上昇させる,6708,1,0,0,0,0,0
30144,68310144,2,▲キュアオール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜キュアオール＞$R一部状態異常を一定確率で$R治癒することができる,6709,1,0,0,0,0,0
30145,68310145,2,▲刈り取ってやろう,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜刈り取ってやろう＞$R対象に全ての力を失わせる$R虚無を作る,6712,1,0,0,0,0,0
30146,68310146,2,▲余の力、分けてやろう,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜余の力、分けてやろう＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＨＰとして吸収できる$R効果を与える,6713,1,0,0,0,0,0
30147,68310147,2,▲動かないでもらおう,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜動かないでもらおう＞$R対象の体の自由を奪い$R一時的に行動不能にさせる,6714,1,0,0,0,0,0
30148,68310148,2,▲ごめんねっ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ごめんねっ?＞$R対象の周囲に大規模な$Rエナジー爆破を起こす$R一定確率で持続ダメージを与える,6715,1,0,0,0,0,0
30149,68310149,2,▲ちょっと黙ってて！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちょっと黙ってて！＞$R対象を一定時間スキルが使用できない状態にする,6716,1,0,0,0,0,0
30150,68310150,2,▲エンジェルリング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エンジェルリング＞$R光属性の魔法攻撃$Rアンデッドに対して効果が高くなる,6710,1,0,0,0,0,0
30151,68310151,2,▲ソウルブレイク,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ソウルブレイク＞$R闇属性の魔法攻撃,6711,1,0,0,0,0,0
30152,68310152,2,▲火炎放射,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜火炎放射＞$R放射状に火を放つ$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6208,1,0,0,0,0,0
30153,68310153,2,▲吸い尽くしてさしあげます,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜吸い尽くしてさしあげます＞$R対象から精気を奪い取り$RHPを回復する,6717,1,0,0,0,0,0
30154,68310154,2,▲受け止めてくださる？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜受け止めてくださる？＞$R自分中心に全てを飲み込む$R虚無を作る,6718,1,0,0,0,0,0
30155,68310155,2,▲イビルソウル,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜イビルソウル＞$R闇属性の魔法攻撃力を効果時間中アップさせる,6719,1,0,0,0,0,0
30156,68310156,2,▲いただきますわ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いただきますわ＞$R闇の力を用いて対象を攻撃し$Rダメージの一部をMPに吸収する,6720,1,0,0,0,0,0
30157,68310157,2,▲エンジェルリング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エンジェルリング＞$R光属性の魔法攻撃,6721,1,0,0,0,0,0
30158,68310158,2,▲サルベイション,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サルベイション＞$R憑依者も含め基本的な$R状態異常をすべて$R一定確率で回復させ$RＨＰも回復する,6722,1,0,0,0,0,0
30159,68310159,2,▲マーベリック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マーベリック＞$R全てを貫通しながら飛翔する$R光の力の魔法球を飛ばす,6723,1,0,0,0,0,0
30160,68310160,2,▲もえつきろ～……,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜もえつきろ～……＞$R溶岩流を発生させる,6724,1,0,0,0,0,0
30161,68310161,2,▲うけとって！私の気持ち！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜うけとって！私の気持ち！＞$R対象の体力を上昇させる$RＳＴＲ、ＶＩＴ、ＡＧＩが上昇する,6725,1,0,0,0,0,0
30162,68310162,2,▲ふふふ、あはははははは,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ふふふ、あはははははは＞$R対象を中心に毒効果と$R気絶効果のある爆破を起こす,6726,1,0,0,0,0,0
30163,68310163,2,▲来たりて集え、精霊よ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜来たりて集え、精霊よ＞$R対象の周囲に地震を起こし$Rダメージを与える$R一定確率で対象は鈍足状態になる,6727,1,0,0,0,0,0
30164,68310164,2,▲汝、宵に抱かれて朽ちよ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜汝、宵に抱かれて朽ちよ＞$R対象を中心に毒効果と$R眠り効果のある爆破を起こす,6728,1,0,0,0,0,0
30165,68310165,2,▲降り注げ森羅万象の護,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜降り注げ森羅万象の護＞$R対象の防御力と魔法防御力を$R上昇させる,6729,1,0,0,0,0,0
30166,68310166,2,▲リカバリー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜リカバリー＞$R対象のＨＰを割合回復させる,6859,1,0,0,0,0,0
30167,68310167,2,▲ハイパーチャージ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ハイパーチャージ＞$R６セル分吹き飛ばす,6730,1,0,0,0,0,0
30168,68310168,2,▲ストライクブロウ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ストライクブロウ＞$R指定座標まで高速移動し$R相手を武器で殴りつける,6731,1,0,0,0,0,0
30169,68310169,2,▲シールドインパクト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜シールドインパクト＞$R盾を使用し前方に衝撃を放ち$R一定確率で鈍足状態にする,6732,1,0,0,0,0,0
30170,68310170,2,▲急所攻撃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜急所攻撃＞$R敵の急所を突いて$R大きなダメージを狙う$R対象を稀に鈍足化状態にする,6853,1,0,0,0,0,0
30171,68310171,2,▲にゃー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜にゃー＞$R一定時間、物理最大攻撃力と$R物理防御と魔法防御を上昇させる,6736,1,0,0,0,0,0
30172,68310172,2,▲めざわりなの,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜めざわりなの＞$R対象に連続して攻撃を行う$R最後の一撃で対象は$Rノックバックする,6733,1,0,0,0,0,0
30173,68310173,2,▲ヤケドしないでね！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ヤケドしないでね！＞$R一発の威力は小さいが$RＨＩＴ数が多い火属性魔法攻撃を$Rする,6739,1,0,0,0,0,0
30174,68310174,2,▲メデューサスキン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜メデューサスキン＞$R効果時間中に近接物理攻撃を$R受けた場合、攻撃者に石化判定を$R与える,6738,1,0,0,0,0,0
30175,68310175,2,▲げんきだして,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜げんきだして＞$R対象とその周囲のHPを回復する,6737,1,0,0,0,0,0
