#PICTＩＤ,モンスター名,上半身,下半身,靴,顔,髪型,帽子,髪飾り,髪飾り,髪飾り,髪飾り,顔飾り,右すね,肩パット,肩パット,胸アクセサリ,右手,左手,背負い,左すね,右足甲,しっぽ,付け髪,付け髪,付け髪,付け髪,右手,左足甲,左手,腰,腰追加分,SPP,常時エフェクトＩＤ,攻撃エフェクトＩＤ,トレイルエフェクトＩＤ,下半身1,下半身2,下半身3,
#,,,ピース,ピース,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,
#,,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,SPP,MRB,MRB,MRB,MRB,MRB,MRB,
10260923,胡桃用ジョンベラハート(Ｉタイプ・茶),01_00_5144_84,01_26_258_04,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260924,胡桃用ジョンベラハート(Ｊタイプ・茶),01_00_5144_94,01_26_258_04,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260925,胡桃用ジョンベラハート(Ａタイプ・赤),01_00_5144_05,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260926,胡桃用ジョンベラハート(Ｂタイプ・赤),01_00_5144_15,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260927,胡桃用ジョンベラハート(Ｃタイプ・赤),01_00_5144_25,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260928,胡桃用ジョンベラハート(Ｄタイプ・赤),01_00_5144_35,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260929,胡桃用ジョンベラハート(Ｅタイプ・赤),01_00_5144_45,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260930,胡桃用ジョンベラハート(Ｆタイプ・赤),01_00_5144_55,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260931,胡桃用ジョンベラハート(Ｇタイプ・赤),01_00_5144_65,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260932,胡桃用ジョンベラハート(Ｈタイプ・赤),01_00_5144_75,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260933,胡桃用ジョンベラハート(Ｉタイプ・赤),01_00_5144_85,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260934,胡桃用ジョンベラハート(Ｊタイプ・赤),01_00_5144_95,01_26_258_05,01_09_07_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,01_18_27_00,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_30,01_24_00_58,01_25_03_58,
10260935,若菜用ジョンベラハート(Ａタイプ・青),01_00_5144_00,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260936,若菜用ジョンベラハート(Ｂタイプ・青),01_00_5144_10,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260937,若菜用ジョンベラハート(Ｃタイプ・青),01_00_5144_20,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260938,若菜用ジョンベラハート(Ｄタイプ・青),01_00_5144_30,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260939,若菜用ジョンベラハート(Ｅタイプ・青),01_00_5144_40,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260940,若菜用ジョンベラハート(Ｆタイプ・青),01_00_5144_50,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260941,若菜用ジョンベラハート(Ｇタイプ・青),01_00_5144_60,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260942,若菜用ジョンベラハート(Ｈタイプ・青),01_00_5144_70,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260943,若菜用ジョンベラハート(Ｉタイプ・青),01_00_5144_80,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260944,若菜用ジョンベラハート(Ｊタイプ・青),01_00_5144_90,01_26_258_00,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260945,若菜用ジョンベラハート(Ａタイプ・黒),01_00_5144_01,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260946,若菜用ジョンベラハート(Ｂタイプ・黒),01_00_5144_11,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260947,若菜用ジョンベラハート(Ｃタイプ・黒),01_00_5144_21,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260948,若菜用ジョンベラハート(Ｄタイプ・黒),01_00_5144_31,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260949,若菜用ジョンベラハート(Ｅタイプ・黒),01_00_5144_41,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260950,若菜用ジョンベラハート(Ｆタイプ・黒),01_00_5144_51,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260951,若菜用ジョンベラハート(Ｇタイプ・黒),01_00_5144_61,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260952,若菜用ジョンベラハート(Ｈタイプ・黒),01_00_5144_71,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260953,若菜用ジョンベラハート(Ｉタイプ・黒),01_00_5144_81,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260954,若菜用ジョンベラハート(Ｊタイプ・黒),01_00_5144_91,01_26_258_01,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260955,若菜用ジョンベラハート(Ａタイプ・白),01_00_5144_02,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260956,若菜用ジョンベラハート(Ｂタイプ・白),01_00_5144_12,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260957,若菜用ジョンベラハート(Ｃタイプ・白),01_00_5144_22,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260958,若菜用ジョンベラハート(Ｄタイプ・白),01_00_5144_32,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260959,若菜用ジョンベラハート(Ｅタイプ・白),01_00_5144_42,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260960,若菜用ジョンベラハート(Ｆタイプ・白),01_00_5144_52,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260961,若菜用ジョンベラハート(Ｇタイプ・白),01_00_5144_62,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260962,若菜用ジョンベラハート(Ｈタイプ・白),01_00_5144_72,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260963,若菜用ジョンベラハート(Ｉタイプ・白),01_00_5144_82,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260964,若菜用ジョンベラハート(Ｊタイプ・白),01_00_5144_92,01_26_258_02,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260965,若菜用ジョンベラハート(Ａタイプ・緑),01_00_5144_03,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260966,若菜用ジョンベラハート(Ｂタイプ・緑),01_00_5144_13,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260967,若菜用ジョンベラハート(Ｃタイプ・緑),01_00_5144_23,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260968,若菜用ジョンベラハート(Ｄタイプ・緑),01_00_5144_33,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260969,若菜用ジョンベラハート(Ｅタイプ・緑),01_00_5144_43,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260970,若菜用ジョンベラハート(Ｆタイプ・緑),01_00_5144_53,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260971,若菜用ジョンベラハート(Ｇタイプ・緑),01_00_5144_63,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260972,若菜用ジョンベラハート(Ｈタイプ・緑),01_00_5144_73,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260973,若菜用ジョンベラハート(Ｉタイプ・緑),01_00_5144_83,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260974,若菜用ジョンベラハート(Ｊタイプ・緑),01_00_5144_93,01_26_258_03,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260975,若菜用ジョンベラハート(Ａタイプ・茶),01_00_5144_04,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260976,若菜用ジョンベラハート(Ｂタイプ・茶),01_00_5144_14,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260977,若菜用ジョンベラハート(Ｃタイプ・茶),01_00_5144_24,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260978,若菜用ジョンベラハート(Ｄタイプ・茶),01_00_5144_34,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260979,若菜用ジョンベラハート(Ｅタイプ・茶),01_00_5144_44,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260980,若菜用ジョンベラハート(Ｆタイプ・茶),01_00_5144_54,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260981,若菜用ジョンベラハート(Ｇタイプ・茶),01_00_5144_64,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260982,若菜用ジョンベラハート(Ｈタイプ・茶),01_00_5144_74,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260983,若菜用ジョンベラハート(Ｉタイプ・茶),01_00_5144_84,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260984,若菜用ジョンベラハート(Ｊタイプ・茶),01_00_5144_94,01_26_258_04,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260985,若菜用ジョンベラハート(Ａタイプ・赤),01_00_5144_05,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260986,若菜用ジョンベラハート(Ｂタイプ・赤),01_00_5144_15,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260987,若菜用ジョンベラハート(Ｃタイプ・赤),01_00_5144_25,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260988,若菜用ジョンベラハート(Ｄタイプ・赤),01_00_5144_35,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260989,若菜用ジョンベラハート(Ｅタイプ・赤),01_00_5144_45,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260990,若菜用ジョンベラハート(Ｆタイプ・赤),01_00_5144_55,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260991,若菜用ジョンベラハート(Ｇタイプ・赤),01_00_5144_65,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260992,若菜用ジョンベラハート(Ｈタイプ・赤),01_00_5144_75,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260993,若菜用ジョンベラハート(Ｉタイプ・赤),01_00_5144_85,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260994,若菜用ジョンベラハート(Ｊタイプ・赤),01_00_5144_95,01_26_258_05,01_09_07_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,01_08_51_01,00_16_84_00,,01_18_27_01,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_33,01_24_00_58,01_25_03_58,
10260995,白用ジョンベラハート(Ａタイプ・青),03_00_5144_00,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10260996,白用ジョンベラハート(Ｂタイプ・青),03_00_5144_10,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10260997,白用ジョンベラハート(Ｃタイプ・青),03_00_5144_20,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10260998,白用ジョンベラハート(Ｄタイプ・青),03_00_5144_30,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10260999,白用ジョンベラハート(Ｅタイプ・青),03_00_5144_40,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10261000,白用ジョンベラハート(Ｆタイプ・青),03_00_5144_50,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10261001,白用ジョンベラハート(Ｇタイプ・青),03_00_5144_60,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
10261002,白用ジョンベラハート(Ｈタイプ・青),03_00_5144_70,03_26_258_00,03_09_07_00,01_02_0210_90,03_03_197_90,03_05_145_00,,03_04_94_90,,,03_06_12_57,,,,03_08_65_00,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_86,03_24_00_58,03_25_03_58,
