#目前就是这个样子了 图章掉落禁止有数字以外的字符出现! 例如actcube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,ダメージ減少,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,カスタムAIID,,,,,,スキルリスト,,,,,,,,,,,,,,,経験値,,,,ドロップ,ドロップアイテム,,,,,,,,,旅人のメモ,,パーティ
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,物理ダメージ(％),魔法ダメージ(％),近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,AIID1,確率1,AIID2,確率2,AIID3,確率3,攻撃スキル加算倍率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,減少HP%分加算スキル,確率,減少HP%分減算スキル,確率,出現時使用スキルID,死亡時使用スキルID,EXP,JOB,WRP,信頼度,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,掲載フラグ,解放ID,イベントフラグ
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
15192001,バクテリン,15192000,PLANT,1,1,1.2,0,0,0,64,41,41,59,54,58,83,43,15,1000,201,201,440,366,267,BLOW,158,229,335,35,230,48,172,403,273,241,320,183,421,461,353,414,154,262,285,329,239,0,0,20,0,40,0,0,83,36,78,11,77,22,98,51,105,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13355,12002,0,0,8,null,10006999,10056904,10082900,null,10056600,null,,0,1,996,0
15195000,サバクタケ,15195000,PLANT,1,1,0.7,0,0,0,105,97,97,78,81,24,16,21,78,1000,201,201,369,466,487,BLOW,429,349,204,103,405,78,474,361,385,332,236,295,360,122,472,303,392,377,417,103,407,0,0,10,0,30,0,0,58,46,57,78,109,84,53,82,109,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93246,105280,0,0,8,null,10082900,10082700,10142900,10007100,10142900,10082700,,0,1,1108,0
15195100,サバクドクタケ,15195100,PLANT,1,1,0.7,0,0,0,110,33,19,87,94,75,13,34,77,1000,201,201,495,183,164,BLOW,341,173,142,58,200,94,324,262,118,475,451,492,286,262,145,135,304,368,199,230,142,0,0,10,0,30,0,0,50,75,21,38,20,10,61,34,90,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93246,137854,0,0,5,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,1,1207,0
15195101,サバクドクタケ,15195100,PLANT_NODEATH,1,1,0.7,0,0,0,110,17,103,62,96,21,35,13,91,1000,201,201,111,272,412,BLOW,145,386,388,82,108,101,429,107,299,181,337,157,471,284,396,309,142,492,283,251,114,0,0,10,0,30,0,0,70,51,60,86,100,48,95,63,18,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111895,198075,0,0,9,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1207,0
15195102,サバクドクタケ,15195100,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,98,29,107,55,68,71,48,40,1000,201,201,426,353,198,BLOW,347,138,207,25,183,78,242,350,301,275,497,135,366,271,292,204,259,404,102,422,174,0,0,10,0,30,0,0,49,46,102,77,15,106,25,16,54,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261088,355520,0,0,7,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1207,0
15195103,サバクドクタケ,15195100,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,108,84,61,87,87,34,51,64,1000,201,201,324,154,245,BLOW,424,228,300,19,261,102,335,104,448,399,381,434,425,203,404,114,321,308,246,290,146,0,0,10,0,30,0,0,23,21,79,87,63,42,43,44,34,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193552,1857413,0,0,10,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1207,0
15195104,サバクドクタケ,15195100,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,63,55,50,63,31,55,56,22,1000,201,201,435,204,216,BLOW,387,456,205,40,336,29,111,183,176,431,475,145,327,410,370,357,415,336,368,104,450,0,0,10,0,30,0,0,34,89,53,63,27,66,26,89,46,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517645,2938485,0,0,8,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1207,0
15195200,サバクマズタケ,15195200,PLANT,1,1,0.7,0,0,0,110,83,47,68,60,29,100,31,81,1000,201,201,244,123,209,BLOW,179,403,358,28,450,81,268,177,388,112,404,189,467,389,417,362,337,438,326,481,415,0,0,10,0,30,0,0,44,12,25,75,79,97,22,37,98,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93246,137854,0,0,10,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,1,1208,0
15195201,サバクマズタケ,15195200,PLANT_NODEATH,1,1,0.7,0,0,0,110,68,19,57,103,86,107,92,92,1000,201,201,417,123,345,BLOW,144,243,329,13,496,93,249,401,416,285,239,360,228,189,103,264,414,415,457,115,343,0,0,10,0,30,0,0,61,22,109,27,11,21,94,98,92,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111895,198075,0,0,6,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1208,0
15195202,サバクマズタケ,15195200,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,65,107,17,39,101,32,21,11,1000,201,201,100,431,167,BLOW,238,474,152,94,145,98,295,278,378,299,498,392,496,123,334,306,326,466,362,149,498,0,0,10,0,30,0,0,51,47,27,17,35,84,40,80,106,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261088,355520,0,0,6,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1208,0
15195203,サバクマズタケ,15195200,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,26,26,50,68,29,13,61,60,1000,201,201,164,246,133,BLOW,151,393,233,17,292,41,150,463,480,497,275,340,460,348,453,486,268,258,344,464,167,0,0,10,0,30,0,0,44,46,99,13,85,80,60,94,40,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193552,1857413,0,0,10,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1208,0
15195204,サバクマズタケ,15195200,PLANT_NODEATH_NOHIDING,1,1,0.7,0,0,0,110,97,35,37,82,73,34,50,60,1000,201,201,402,373,382,BLOW,247,113,165,82,327,17,194,368,398,206,421,156,325,335,217,413,355,427,487,212,113,0,0,10,0,30,0,0,102,65,100,53,69,37,82,34,59,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517645,2938485,0,0,3,null,10082900,10082700,10142900,10000500,10142900,10082700,,0,0,1208,0
15230000,六王,15230000,MAGIC_CREATURE_SPBOSS_BSEARCH_SKILL_INFO_NOTPTDROPRANGE_PTRE,1,1,1,0,0,0,150,100,100,100,100,100,100,100,100,4500000,0,0,550,2500,3000,BLOW,1500,2500,400,55,1000,90,0,0,900,800,800,130,0,300,150,80,900,800,400,1000,6,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,78,30,74,40,0,0,0,0,0,0,73,70,74,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7905,30,7858,20,7859,20,0,30,7912,100,0,0,0,0,6666666,6666666,0,0,48,P_CaptureSixKing_normal,P_Capture8_special,CaptureSixKing_shihen,P_CaptureSixKing_special,10089500,10089500,10049500,,0,0,0,0
15300000,本（未使用）,15300000,MAGIC_CREATURE,1,1,1,1,0,0,93,100,100,100,100,100,100,100,100,10000,0,0,300,80,120,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,300,500,1,5,5,5,5,5,5,5,255,255,255,255,255,255,255,255,255,72,100,0,0,0,0,0,0,0,0,0,0,72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7548,20,7713,20,0,30,0,0,0,0,0,0,13002,13200,0,0,41,10024900,10019900,10131612,10131613,10131615,10131612,10131613,,0,1,435,0
15300001,古代の魔道書,15300000,MAGIC_CREATURE,1,1,1.1,1,0,0,110,77,84,92,68,80,54,71,56,1000,201,201,451,334,294,BLOW,101,254,250,21,140,104,264,269,430,268,126,359,227,433,265,267,164,106,253,162,173,0,0,0,0,0,0,10,44,69,86,46,40,103,56,32,64,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,10,null,10024900,10020000,null,null,10024900,10020000,,0,0,0,0
15350000,ポリン,15350000,PLANT,1,1,1,0,0,0,1,58,105,73,33,104,61,104,68,1000,201,201,393,114,439,BLOW,261,353,143,64,361,63,292,279,399,276,343,296,478,458,424,354,217,413,376,261,222,0,0,0,0,0,0,0,79,39,37,71,49,105,100,59,67,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,10000104,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
15370000,莎布·尼古拉丝,15370000,MAGIC_CREATURE_BOSS_BSEARCH_SKILL_INFO_NOTPTDROPRANGE_LVDIFF_PTRE,1,1,1,0,0,0,80,100,100,100,100,100,100,100,100,6666666,0,0,400,100,400,BLOW,100,400,600,55,600,50,0,0,900,800,800,130,0,300,150,80,900,800,400,1000,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,78,30,74,40,0,0,0,0,0,0,73,70,74,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7810,23,7872,12,7831,20,0,45,0,0,0,0,0,0,666666,666666,0,0,47,null,P_body_fragment,P_lower_body_fragment,P_body_fragment,P_ALLlower_body_fragment,P_hat_fragment,P_ALLbody_fragment,,0,0,0,0
15370001,莎布·尼古拉丝,15370000,MAGIC_CREATURE_BOSS_BSEARCH_SKILL_INFO_NOTPTDROPRANGE_LVDIFF_PTRE,1,1,1,0,0,0,80,100,100,100,100,100,100,100,100,3666666,0,0,450,100,300,BLOW,200,400,600,45,600,45,0,0,900,800,800,130,0,300,150,80,900,800,400,1000,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,78,30,74,40,0,0,0,0,0,0,73,70,74,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7810,22,7873,12,7831,11,0,55,0,0,0,0,0,0,366666,366666,0,0,47,null,P_body_fragment,P_lower_body_fragment,P_ALL_headchest_fragment,P_lower_body_fragment,P_ALLlower_body_fragment,P_ALLbody_fragment,,0,0,0,0
15380000,科尼格拉斯,15380000,MAGIC_CREATURE_INFO_NOTPTDROPRANGE_LVDIFF,1,1,1.3,0,0,0,70,100,100,100,100,100,100,100,100,60000,0,0,300,80,150,BLOW,300,300,200,55,200,50,0,0,900,800,200,130,0,300,150,80,900,800,400,1000,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,100,0,0,0,0,0,0,0,0,0,0,73,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7548,20,7713,20,0,30,0,0,0,0,0,0,30000,30000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380001,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,1,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,300,80,120,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,300,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,72,100,0,0,0,0,0,0,0,0,0,0,72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7548,20,7713,20,0,30,0,0,0,0,0,0,10000,10000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380002,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,1.6,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,300,80,120,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,103,30,72,70,0,0,0,0,0,0,103,30,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,20,7763,20,7748,20,0,30,0,0,0,0,0,0,12000,12000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380003,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,1.9,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,120,1,50,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,800,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,78,50,72,50,0,0,0,0,0,0,78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7552,20,7652,20,0,30,0,0,0,0,0,0,13000,13000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380004,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,0.7,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,450,80,80,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,20,10,60,24,20,0,0,0,0,0,0,10,20,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,50,7834,50,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380005,科尼格拉斯,15380000,MAGIC_CREATURE_SKILL,1,1,0.7,0,0,0,70,100,100,100,100,100,100,100,100,1500,0,0,450,80,80,BLOW,300,300,100,55,100,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,24,100,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,50,7834,50,0,0,0,0,7706,100,0,0,0,0,15000,15000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380006,科尼格拉斯,15380000,MAGIC_CREATURE_SKILL,1,1,0.7,0,0,0,70,100,100,100,100,100,100,100,100,1500,0,0,450,80,80,BLOW,300,300,100,55,100,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,24,100,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,50,7834,50,0,0,0,0,7733,100,0,0,0,0,15000,15000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380007,科尼格拉斯,15380000,MAGIC_CREATURE_SKILL,1,1,0.7,0,0,0,70,100,100,100,100,100,100,100,100,1500,0,0,450,80,80,BLOW,300,300,100,55,100,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,60,24,100,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,50,7834,50,0,0,0,0,7884,100,0,0,0,0,15000,15000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380008,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,1,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,300,80,120,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,300,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,73,20,10,60,24,20,0,0,0,0,0,0,72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7548,20,7713,20,0,30,0,0,0,0,0,0,10000,10000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380009,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,2.5,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,120,1,50,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,800,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,72,100,0,0,0,0,0,0,0,0,0,0,72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,30,7552,20,7652,20,0,30,0,0,0,0,0,0,13000,13000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380010,科尼格拉斯,15380000,MAGIC_CREATURE,1,1,0.7,0,0,0,70,100,100,100,100,100,100,100,100,10000,0,0,450,80,80,BLOW,300,300,200,55,200,55,0,0,500,500,300,130,0,300,150,80,900,800,500,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,72,100,0,0,0,0,0,0,0,0,0,0,10,20,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,50,7834,50,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,41,10000106,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380100,ユニグラス,15380100,MAGIC_CREATURE,1,1,1.9,0,0,0,86,71,34,91,46,74,50,50,49,1000,201,201,395,201,421,BLOW,233,424,178,88,474,72,499,172,113,401,199,384,263,150,256,337,269,459,303,384,185,0,0,0,0,0,0,0,57,50,89,31,55,58,85,22,65,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,25500,0,0,4,null,10003800,10056900,10133400,10067302,10000106,null,,0,1,898,0
15380101,コニグラス·エース,15380100,MAGIC_CREATURE,1,1,1,0,0,0,70,37,79,13,23,12,89,93,95,1000,201,201,252,160,256,BLOW,482,116,238,81,321,46,384,187,200,332,398,353,250,377,416,143,144,372,212,136,301,0,0,0,0,0,0,0,26,39,52,20,97,13,48,26,91,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,8,null,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380102,コニグラス·エース,15380100,MAGIC_CREATURE,1,1,1.3,0,0,0,70,38,36,69,77,107,34,52,46,1000,201,201,318,286,446,BLOW,232,139,260,53,417,82,408,181,111,332,118,161,140,391,189,481,211,473,221,133,442,0,0,0,0,0,0,0,85,78,43,19,106,98,72,107,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,1,null,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380103,コニグラス·エース,15380100,MAGIC_CREATURE,1,1,1.9,0,0,0,70,106,24,55,81,18,97,12,11,1000,201,201,477,421,108,BLOW,366,458,296,93,408,44,311,275,329,146,138,347,389,160,383,463,379,396,402,261,439,0,0,0,0,0,0,0,23,108,89,97,10,80,15,59,80,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,6,null,10002807,10000609,10000508,10000501,10000503,10000108,,0,0,0,0
15380200,ナニグラス,15380200,MAGIC_CREATURE,1,1,1.6,0,0,0,108,10,90,97,90,43,44,90,32,1000,201,201,440,361,261,BLOW,349,384,331,93,412,81,248,451,250,196,453,444,445,154,364,431,180,303,417,387,262,0,0,0,0,0,0,0,94,35,89,20,30,38,41,33,99,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99440,94200,0,0,4,null,10003800,10135100,90000045,10067302,10135100,null,,0,1,899,0
15380201,奈落のナニグラス,15380200,MAGIC_CREATURE,1,1,1.6,0,0,0,108,89,93,62,12,40,105,87,31,1000,201,201,282,484,259,BLOW,221,415,177,97,120,53,231,223,104,238,171,173,445,139,433,426,432,419,489,390,442,0,0,0,0,0,0,0,27,62,105,30,54,41,49,13,47,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129272,131480,0,0,1,null,10003800,10135100,90000045,10067302,10135100,null,,0,1,1209,0
15380202,奈落のナニグラス,15380200,MAGIC_CREATURE_NODEATH,1,1,1.6,0,0,0,108,61,23,73,38,40,48,108,16,1000,201,201,351,295,479,BLOW,467,461,358,63,203,86,150,133,435,438,387,370,112,203,321,186,297,239,143,214,390,0,0,0,0,0,0,0,44,77,71,66,17,37,34,65,92,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155126,188916,0,0,1,null,10003800,10135100,90000045,10067302,10135100,null,,0,0,1209,0
15380203,奈落のナニグラス,15380200,MAGIC_CREATURE_NODEATH_NOHIDING,1,1,1.6,0,0,0,108,86,64,25,48,86,72,94,44,1000,201,201,344,117,353,BLOW,127,484,423,72,310,43,477,186,445,294,292,470,134,352,489,400,195,197,109,255,216,0,0,0,0,0,0,0,31,48,24,56,92,96,34,29,88,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361962,339080,0,0,8,null,10003800,10135100,90000045,10067302,10135100,null,,0,0,1209,0
15380204,奈落のナニグラス,15380200,MAGIC_CREATURE_NODEATH_NOHIDING,1,1,1.6,0,0,0,108,102,109,28,86,100,85,62,19,1000,201,201,304,477,283,BLOW,424,194,385,55,158,31,396,373,456,490,270,456,223,488,275,151,467,358,353,208,489,0,0,0,0,0,0,0,99,108,46,68,22,50,40,105,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654680,1771520,0,0,10,null,10003800,10135100,90000045,10067302,10135100,null,,0,0,1209,0
15380205,奈落のナニグラス,15380200,MAGIC_CREATURE_NODEATH_NOHIDING,1,1,1.6,0,0,0,108,53,32,90,107,45,62,99,68,1000,201,201,133,454,390,BLOW,329,436,235,94,346,75,159,433,109,358,223,172,236,496,210,368,131,406,110,489,118,0,0,0,0,0,0,0,37,20,31,35,97,65,51,103,73,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3490350,2802600,0,0,3,null,10003800,10135100,90000045,10067302,10135100,null,,0,0,1209,0
15380300,マニグラス,15380300,MAGIC_CREATURE_NOTPTDROPRANGE,1,1,1,0,0,0,30,72,107,71,97,79,16,85,48,1000,201,201,260,107,161,BLOW,238,126,323,36,193,71,273,413,226,391,234,152,233,374,380,448,482,430,395,487,151,0,0,0,20,0,0,15,101,89,56,53,62,12,35,68,18,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,490,0,0,5,null,10004901,10135300,null,90000045,10135300,null,,0,1,947,0
15380400,ワルグラス,15380400,UNDEAD,1,1,1,0,1,0,74,20,91,13,73,52,55,40,37,1000,201,201,215,361,341,BLOW,281,303,189,92,388,104,200,166,168,239,322,381,495,293,139,295,262,110,441,231,368,0,0,0,0,0,0,25,85,106,61,86,101,38,89,75,89,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26650,23533,0,0,7,null,10067200,10067100,null,68301021,null,68301021,,0,1,1052,0
15380401,エクスグラス,15380400,UNDEAD,1,1,1,0,1,0,111,64,89,81,60,77,42,16,71,1000,201,201,473,289,240,BLOW,231,126,145,87,259,26,452,461,377,234,142,166,358,384,175,159,264,256,492,244,168,0,0,0,0,0,0,20,39,108,37,97,36,52,57,45,71,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,null,10147600,10147700,10147400,10147500,null,null,,0,1,1149,0
